time,latitude,longitude,depth,magnitude,place
1594097528835,-1.9862,-12.1526,10.0,5.0,north of Ascension Island
1594097053602,-6.3146,106.3418,96.85,5.1,"11 km ENE of Rangkasbitung, Indonesia"
1594076087538,-5.6023,110.6893,533.76,6.6,Java Sea
1594069268708,12.3475,140.4041,10.0,5.1,"285 km N of Fais, Micronesia"
1594068795378,-58.823,-25.6731,60.12,5.2,South Sandwich Islands region
1594061729384,12.2107,140.3215,10.0,5.0,"271 km N of Fais, Micronesia"
1594059549971,31.5275,138.1263,388.56,5.7,"Izu Islands, Japan region"
1594059378418,12.0809,140.2476,10.0,6.2,"257 km N of Fais, Micronesia"
1594049429829,11.0651,138.611,10.0,5.0,"179 km NNE of Colonia, Micronesia"
1594040284288,21.0329,144.8578,125.0,5.5,Mariana Islands region
1593975001333,-14.9002,167.3834,115.0,5.8,"36 km ENE of Port-Olry, Vanuatu"
1593939214372,53.2962,-160.4182,10.0,5.5,"227 km S of Sand Point, Alaska"
1593923797613,-26.9596,-113.7654,10.0,5.1,Easter Island region
1593856380191,39.0341,70.9225,10.0,5.4,"47 km E of Rasht, Tajikistan"
1593848418761,-35.0672,-107.3521,10.0,5.3,southern East Pacific Rise
1593827398862,-9.8517,154.8815,10.0,5.2,"289 km SW of Gizo, Solomon Islands"
1593826485174,-9.6799,154.9027,10.0,5.5,"275 km SW of Gizo, Solomon Islands"
1593809385110,17.8995,-67.0048,3.0,5.3,"9 km SSE of La Parguera, Puerto Rico"
1593783745899,-53.0785,-46.8857,10.0,5.1,South Atlantic Ocean
1593673644419,43.7188,147.9936,41.18,5.2,"102 km E of Shikotan, Russia"
1593555009644,-19.5429,169.2234,98.54,5.1,"6 km W of Isangel, Vanuatu"
1593509063549,38.1539,-117.9583,8.3,5.0,"29 km SSE of Mina, Nevada"
1593495893908,-33.9786,-177.3044,10.0,5.0,south of the Kermadec Islands
1593469681811,11.4706,-87.8791,10.0,5.1,"135 km SW of Corinto, Nicaragua"
1593459612948,-11.5062,-13.5309,10.0,5.7,Ascension Island region
1593424369620,33.8765,141.7348,10.0,5.3,"191 km SE of Katsuura, Japan"
1593407193435,-18.9254,-63.8484,37.72,5.0,"49 km W of Abapó, Bolivia"
1593407188510,-18.8856,-64.0673,10.0,5.1,"44 km S of Vallegrande, Bolivia"
1593366208644,36.7481,28.2482,63.0,5.4,"5 km SSE of ?çmeler, Turkey"
1593242319988,-55.5266,-26.8015,10.0,5.1,South Sandwich Islands region
1593172496529,19.1147,121.0947,19.67,5.3,"56 km N of Claveria, Philippines"
1593156072533,38.7898,27.7934,10.0,5.2,"13 km NW of Gölmarmara, Turkey"
1593137423884,-56.745,-25.2442,10.0,5.0,South Sandwich Islands region
1593119824425,35.6685,82.4472,10.0,5.0,"276 km SE of Hotan, China"
1593119118140,35.5948,82.4158,10.0,6.3,"278 km SE of Hotan, China"
1593109784765,-37.1623,-95.1851,10.0,5.1,southeast of Easter Island
1593086104667,-32.2257,-71.6188,35.0,5.2,"44 km NW of La Ligua, Chile"
1593079410648,38.5329,43.9407,10.0,5.4,"14 km SSW of Özalp, Turkey"
1593065308131,-26.1281,70.7905,10.0,5.5,Indian Ocean Triple Junction
1593037202174,-44.6494,167.4756,10.8,5.6,"87 km NNW of Te Anau, New Zealand"
1593028065011,35.4711,141.0738,29.05,5.9,"36 km SE of Hasaki, Japan"
1593020449240,36.4468333,-117.9751667,4.66,5.8,"18km SSE of Lone Pine, CA"
1593013114463,-1.6022,-77.5274,169.38,5.1,"49 km ENE of Palora, Ecuador"
1592965999930,15.7688,-96.3698,4.21,5.4,"4 km ESE of San Miguel Figueroa, Mexico"
1592939329241,-57.9179,-25.3816,44.09,5.0,South Sandwich Islands region
1592936827840,15.7674,-95.7891,10.0,5.0,"16 km S of El Coyul, Mexico"
1592934626404,13.9998,145.587,65.38,5.9,"91 km NE of Yigo Village, Guam"
1592926195794,-5.0213,151.9164,89.03,5.0,"84 km SSW of Kokopo, Papua New Guinea"
1592926144350,15.8861,-96.0077,20.0,7.4,"9 km SE of Santa María Xadani, Mexico"
1592898209219,0.0368,123.7866,109.0,6.0,"97 km SE of Gorontalo, Indonesia"
1592849467999,-33.0934,-178.5005,10.0,5.0,south of the Kermadec Islands
1592836152430,-33.7934,-178.1429,11.04,5.5,south of the Kermadec Islands
1592832225763,-23.0222,-112.394,10.0,5.0,Easter Island region
1592831339492,-6.096,-81.5313,10.0,5.1,"98 km SW of Sechura, Peru"
1592820415230,-39.1103,78.1809,10.0,5.0,Mid-Indian Ridge
1592819484130,-2.6768,148.0485,10.0,5.2,"111 km SE of Lorengau, Papua New Guinea"
1592812964092,17.2384,119.8753,10.0,5.0,"57 km W of Darapidap, Philippines"
1592779252633,23.1449,93.2856,10.84,5.6,"22 km E of North Vanlaiphai, India"
1592767988004,-8.9211,110.9498,86.6,5.2,"116 km S of Jatiroto, Indonesia"
1592766474833,66.381,-18.707,10.0,6.0,"27 km NNE of Siglufjörður, Iceland"
1592733509269,9.6855,138.4247,10.0,5.3,"38 km ENE of Colonia, Micronesia"
1592729908005,11.458,-86.8509,20.65,5.3,"51 km SW of Masachapa, Nicaragua"
1592694296291,-59.7559,-26.1073,35.0,5.0,South Sandwich Islands region
1592681181398,66.2868,-18.8934,10.0,5.7,"15 km N of Siglufjörður, Iceland"
1592667910070,-9.4406,156.0201,7.86,5.4,"173 km SSW of Gizo, Solomon Islands"
1592665511383,66.2493,-18.6779,10.0,5.4,"15 km NE of Siglufjörður, Iceland"
1592654279133,17.5164,145.1047,12.63,5.0,"264 km NNW of Saipan, Northern Mariana Islands"
1592618275439,-16.2027,-172.6698,10.0,5.4,"123 km ESE of Hihifo, Tonga"
1592597315795,-32.2779,-178.1366,10.0,5.1,south of the Kermadec Islands
1592586634135,-33.3567,-178.4791,10.0,5.1,south of the Kermadec Islands
1592561276035,-17.4265,-178.9159,544.04,5.6,"200 km ENE of Levuka, Fiji"
1592552601049,34.2871,25.5222,10.0,5.1,"81 km S of Néa Anatolí, Greece"
1592536112334,51.1692,-179.069,33.0,5.2,"186 km WSW of Adak, Alaska"
1592535568165,51.1754,-179.0564,33.14,5.1,"185 km WSW of Adak, Alaska"
1592527131523,-33.5856,-178.5667,10.0,5.4,south of the Kermadec Islands
1592526395711,24.9283,123.3575,10.0,5.2,"62 km NE of Yonakuni, Japan"
1592508855230,-33.4318,-178.6183,10.0,5.2,south of the Kermadec Islands
1592507512800,-33.4107,-178.0116,10.0,5.3,south of the Kermadec Islands
1592498599007,24.9423,123.3297,10.0,5.3,"62 km NNE of Yonakuni, Japan"
1592498589420,-47.0429,-11.1413,10.0,5.0,southern Mid-Atlantic Ridge
1592498534291,24.8989,123.292,10.0,5.0,"56 km NNE of Yonakuni, Japan"
1592496699955,-33.2565,-177.9183,10.0,5.5,south of the Kermadec Islands
1592493655669,-47.0167,-11.1694,10.0,5.2,southern Mid-Atlantic Ridge
1592492775598,-33.1561,-177.9703,10.0,5.5,south of the Kermadec Islands
1592484593844,-33.2927,-177.8571,10.0,7.4,south of the Kermadec Islands
1592480620128,-20.7545,-173.5312,10.0,5.1,"134 km SE of Pangai, Tonga"
1592375058242,-16.1358,-174.979,281.59,5.6,"128 km W of Hihifo, Tonga"
1592363147727,-57.396,-24.6592,10.0,5.1,South Sandwich Islands region
1592317826687,27.3437,34.7204,10.0,5.5,"74 km SSE of Sharm el-Sheikh, Egypt"
1592299297394,36.6712,71.0335,229.31,5.0,"27 km SE of Jurm, Afghanistan"
1592296229991,-17.3336,167.6211,10.0,5.0,"85 km WNW of Port-Vila, Vanuatu"
1592271048397,37.8342,72.2035,127.0,5.6,"68 km ENE of Khorugh, Tajikistan"
1592228835324,24.8601,123.2684,10.44,5.2,"51 km NNE of Yonakuni, Japan"
1592217453314,-9.4658,156.1029,10.0,5.2,"171 km SSW of Gizo, Solomon Islands"
1592203891776,39.4226,40.7479,10.0,5.5,"18 km E of Yedisu, Turkey"
1592194543652,1.3092,128.068,116.22,5.2,"46 km S of Tobelo, Indonesia"
1592194175674,-9.365,156.1168,10.0,5.2,"160 km SSW of Gizo, Solomon Islands"
1592194068219,-9.4515,155.9975,10.0,5.1,"175 km SSW of Gizo, Solomon Islands"
1592173797954,7.6536,121.7308,10.0,5.1,"45 km W of Siocon, Philippines"
1592169799156,49.1299,158.098,10.0,5.1,"222 km SE of Severo-Kuril’sk, Russia"
1592162780026,24.9047,123.2597,10.0,5.1,"55 km NNE of Yonakuni, Japan"
1592157961738,27.7759,53.3785,10.0,5.2,"54 km ENE of Mohr, Iran"
1592150568403,-23.5748,69.5986,10.0,5.0,Mid-Indian Ridge
1592145788390,23.3821,70.3548,10.0,5.1,"9 km N of Bhach?u, India"
1592144669501,39.4229,40.7073,10.0,5.9,"14 km E of Yedisu, Turkey"
1592082510503,18.9317,145.1116,622.0,6.2,"Pagan region, Northern Mariana Islands"
1592079539836,24.3098,122.4669,53.65,5.4,"56 km WSW of Yonakuni, Japan"
1592074109289,-23.1647,69.0748,10.0,5.0,Mid-Indian Ridge
1592063484069,28.8591,128.2713,165.0,6.6,"130 km WNW of Naze, Japan"
1592048614049,51.2369,-178.3931,44.7,5.0,"141 km WSW of Adak, Alaska"
1592039752287,-8.9048,117.8202,44.32,5.1,"63 km SE of Sumbawa Besar, Indonesia"
1592028443619,-20.7288,-173.5632,10.0,5.1,"130 km SE of Pangai, Tonga"
1591930402587,-42.9925,41.7836,10.0,5.7,Prince Edward Islands region
1591923206309,-6.7595,-11.7955,10.0,5.1,Ascension Island region
1591823679651,-15.3724,-13.1712,10.0,5.3,southern Mid-Atlantic Ridge
1591819130008,-15.8069,-13.0363,10.0,6.0,southern Mid-Atlantic Ridge
1591763718804,-2.5751,101.152,41.7,5.1,"63 km SSW of Sungai Penuh, Indonesia"
1591763360674,-23.4568,179.2275,541.31,5.9,south of the Fiji Islands
1591723094071,27.7199,53.4201,10.0,5.7,"56 km ENE of Mohr, Iran"
1591718930970,27.7645,53.3446,10.0,5.5,"51 km ENE of Mohr, Iran"
1591678570343,-4.2241,126.3437,10.0,5.7,"212 km WSW of Ambon, Indonesia"
1591583672651,-0.3705,124.2367,68.79,5.0,"164 km SE of Gorontalo, Indonesia"
1591560398760,-5.3441,151.5995,47.78,5.9,"133 km SW of Kokopo, Papua New Guinea"
1591541004234,-10.6384,166.1781,20.49,5.7,"42 km ENE of Lata, Solomon Islands"
1591540616704,-10.6606,166.1838,13.0,5.8,"42 km E of Lata, Solomon Islands"
1591525879221,-4.038,-76.9635,110.0,5.4,"85 km SW of Alianza Cristiana, Peru"
1591501190648,-23.714,69.7635,10.0,5.1,Mid-Indian Ridge
1591487435433,1.7181,97.053,11.52,5.2,"103 km SW of Singkil, Indonesia"
1591440941996,-16.7247,177.346,10.0,5.7,"96 km NNW of Ba, Fiji"
1591430754872,-57.7404,-25.2567,34.12,5.0,South Sandwich Islands region
1591428120525,-22.1424,-179.4919,576.29,5.0,south of the Fiji Islands
1591419785872,-7.4871,-13.6871,10.0,5.3,"93 km ENE of Georgetown, Saint Helena"
1591380381607,38.2379,38.7587,10.0,5.1,"25 km WSW of Do?anyol, Turkey"
1591374363314,81.3832,-3.3992,10.0,5.0,north of Svalbard
1591364282886,12.7147,120.9623,44.32,5.3,"9 km NE of Banos, Philippines"
1591337976149,-22.2596,-175.5604,22.44,5.3,"120 km SSW of ‘Ohonua, Tonga"
1591329869450,-6.3154,103.7211,23.33,5.2,"196 km WSW of Bandar Lampung, Indonesia"
1591269713510,-17.4436,167.9099,35.0,5.1,"53 km NW of Port-Vila, Vanuatu"
1591260580397,2.911,128.248,112.86,6.4,"133 km NNE of Tobelo, Indonesia"
1591234331140,35.6148333,-117.4281667,8.44,5.51,"17km S of Searles Valley, CA"
1591199644610,-7.0058,116.9276,639.88,5.7,"167 km NNW of Pototano, Indonesia"
1591176695257,-24.6746,-176.7113,69.85,6.0,south of the Fiji Islands
1591175009381,34.3323,25.8927,10.0,5.4,"76 km S of Ierápetra, Greece"
1591172213519,33.4162,46.1104,10.0,5.0,"32 km N of Mehr?n, Iran"
1591169736466,-23.274,-68.4677,112.0,6.8,"48 km SW of San Pedro de Atacama, Chile"
1591112475738,37.637,144.5055,10.0,5.0,"291 km SE of ?funato, Japan"
1591063464734,-19.007,169.4869,255.55,5.1,"62 km NNE of Isangel, Vanuatu"
1591057835717,-55.0887,-33.1373,10.0,5.0,South Georgia Island region
1590970552200,18.2048,147.1699,10.0,5.0,Mariana Islands region
1590967543545,-23.9036,-176.6033,128.0,5.8,south of the Fiji Islands
1590958931329,36.2034,140.3648,98.61,5.2,"9 km ENE of Ishioka, Japan"
1590923498446,-15.4846,168.2864,10.0,5.0,"114 km NE of Norsup, Vanuatu"
1590901778593,-15.3256,-70.7731,186.0,6.1,"19 km SW of Vilavila, Peru"
1590885121813,8.0532,-39.1316,10.0,5.2,central Mid-Atlantic Ridge
1590862428078,42.4803,143.8087,89.0,5.6,"69 km SE of Obihiro, Japan"
1590843984005,4.071,126.5197,28.61,5.6,"188 km SE of Sarangani, Philippines"
1590809372542,25.9746,-44.9902,10.0,5.4,northern Mid-Atlantic Ridge
1590808911597,25.9839,-44.9551,10.0,5.5,northern Mid-Atlantic Ridge
1590807979991,-6.0627,152.3338,6.09,5.1,"New Britain region, Papua New Guinea"
1590783291171,-32.0505,-178.5968,10.0,5.0,south of the Kermadec Islands
1590768799990,-17.396,167.6092,11.68,5.0,"83 km WNW of Port-Vila, Vanuatu"
1590750469661,-17.4025,167.7372,10.0,5.3,"71 km WNW of Port-Vila, Vanuatu"
1590746717538,36.2341,137.7537,10.0,5.1,"15 km WSW of Toyoshina, Japan"
1590733409897,-21.7867,-179.0612,594.75,5.0,Fiji region
1590659206142,-27.7116,-174.8333,10.0,5.8,Kermadec Islands region
1590655077648,-56.2828,-27.102,61.47,5.0,South Sandwich Islands region
1590651698153,-9.5202,156.0083,10.0,5.0,"181 km SSW of Gizo, Solomon Islands"
1590650325146,-22.2146,-174.4196,10.0,6.0,"111 km SSE of ‘Ohonua, Tonga"
1590643049548,16.6027,120.3749,77.46,5.1,"6 km ESE of San Fernando, Philippines"
1590613750811,-23.7648,69.5742,10.0,5.3,Mid-Indian Ridge
1590571191157,24.8495,125.4106,38.74,5.3,"12 km ENE of Hirara, Japan"
1590566751284,-17.1817,167.6792,10.0,5.0,"91 km NW of Port-Vila, Vanuatu"
1590563349853,-17.5304,167.8743,9.73,6.2,"51 km WNW of Port-Vila, Vanuatu"
1590546792096,-24.535,-116.109,10.0,5.4,southern East Pacific Rise
1590541792824,34.2263,25.6224,10.0,5.1,"86 km S of Néa Anatolí, Greece"
1590533533242,-17.0404,167.7616,10.4,5.5,"96 km NW of Port-Vila, Vanuatu"
1590472678530,34.1313,141.5869,10.0,5.0,"162 km SE of Katsuura, Japan"
1590470742092,14.2569,146.8916,10.0,5.0,"158 km ESE of San Jose Village, Northern Mariana Islands"
1590470299584,46.5635,153.5199,10.0,5.4,Kuril Islands
1590448945302,12.5992,144.1894,8.79,5.2,"90 km SW of Merizo Village, Guam"
1590417737395,24.3856,93.9197,57.89,5.1,"13 km SSW of Kakching, India"
1590365186332,-20.5474,172.5341,10.0,5.0,Vanuatu region
1590362718921,-55.2671,-29.2693,10.0,5.1,South Sandwich Islands region
1590350012262,-40.3778,174.9573,46.0,5.6,"29 km WNW of Foxton, New Zealand"
1590312974771,31.3991,140.0975,120.78,5.2,"Izu Islands, Japan region"
1590292341175,14.5973,-93.814,11.92,5.3,"117 km SW of La Esperanza (El Zapotal), Mexico"
1590288744009,-47.2945,-12.2953,10.0,5.8,southern Mid-Atlantic Ridge
1590274947466,-14.8142,66.6947,10.0,5.5,Mid-Indian Ridge
1590274212589,34.2955,25.5138,14.41,5.3,"80 km S of Néa Anatolí, Greece"
1590239460383,-33.5124,-69.8262,114.41,5.2,"70 km E of Villa Presidente Frei, Ñuñoa, Santiago, Chile, Chile"
1590200091372,50.4322,-129.5266,10.0,5.2,"173 km W of Port McNeill, Canada"
1590199827512,15.6287,121.5658,43.46,5.2,"14 km S of Suklayin, Philippines"
1590192818002,-7.1501,129.1447,124.95,5.3,"281 km ENE of Lospalos, Timor Leste"
1590187012865,-2.4966,99.5207,10.0,5.1,"194 km SSW of Padang, Indonesia"
1590175987418,27.2683,128.4927,53.62,5.0,"88 km NE of Nago, Japan"
1590137166973,22.4152,-108.1275,10.0,6.1,"173 km ESE of La Playa, Mexico"
1590118830610,34.4832,25.8869,10.0,5.1,"60 km SSE of Ierápetra, Greece"
1590106920588,38.2309,-117.7939,7.2,5.1,"32 km ESE of Mina, Nevada"
1590088729350,-2.9158,142.8347,10.0,5.1,"59 km ENE of Aitape, Papua New Guinea"
1590065853299,-9.6616,23.9981,10.0,5.1,"150 km SW of Kamina, Democratic Republic of the Congo"
1590018196920,35.1594,20.2775,13.45,5.7,"224 km SW of Methóni, Greece"
1590006711882,-16.3202,168.0313,165.31,5.2,"70 km ESE of Lakatoro, Vanuatu"
1589982405962,-15.9802,-173.5557,41.67,5.1,"25 km E of Hihifo, Tonga"
1589978707210,5.2037,126.1163,90.28,5.0,"75 km ESE of Sarangani, Philippines"
1589978213447,38.2012,-117.7453,11.7,5.0,"38 km ESE of Mina, Nevada"
1589872740003,5.913,-77.5001,10.0,5.0,"33 km NW of Nuquí, Colombia"
1589861579967,36.2846,137.6865,10.0,5.2,"18 km WSW of Hotaka, Japan"
1589858233037,37.6158,141.2772,44.28,5.1,"28 km ENE of Namie, Japan"
1589844155162,34.1855,25.5173,10.0,5.7,"92 km S of Néa Anatolí, Greece"
1589809683218,27.2664,103.2881,10.0,5.1,"42 km W of Zhaotong, China"
1589802487371,34.1328,25.5231,10.0,5.0,"98 km S of Néa Anatolí, Greece"
1589788817212,-29.964,-176.3942,10.0,5.0,Kermadec Islands region
1589785354591,40.8483,-127.1918,10.0,5.3,"249 km W of Ferndale, California"
1589784961579,40.7714,-127.2271,10.0,5.0,"251 km W of Ferndale, California"
1589775497970,34.1648,25.6205,10.0,5.2,"93 km S of Néa Anatolí, Greece"
1589770838394,38.2166,141.676,46.75,5.0,"39 km SE of Ishinomaki, Japan"
1589742462468,-25.4481,179.9236,459.12,5.4,south of the Fiji Islands
1589634673126,-17.5465,-174.1508,85.9,5.3,"123 km N of Neiafu, Tonga"
1589598944032,-16.0561,168.0032,170.55,5.9,"62 km E of Lakatoro, Vanuatu"
1589555935554,-29.9668,-176.4449,10.0,5.2,Kermadec Islands region
1589555156324,-15.7814,-172.8909,23.87,5.6,"98 km ENE of Hihifo, Tonga"
1589554161256,-15.582,-173.0811,10.0,5.7,"87 km ENE of Hihifo, Tonga"
1589541961747,38.1811,-117.8711,6.8,5.1,"31 km SE of Mina, Nevada"
1589540607176,38.1689,-117.8497,2.7,6.5,"Monte Cristo Range, NV Earthquake"
1589539844808,-21.6572,-179.3138,606.73,5.1,Fiji region
1589435721140,-35.7864,-102.8976,10.0,5.7,southeast of Easter Island
1589400636575,-20.7929,-176.5834,243.29,5.2,"147 km WNW of Haveluloto, Tonga"
1589349388624,42.7419,139.0038,192.61,5.0,"125 km WSW of Iwanai, Japan"
1589323272177,-12.0665,166.6485,107.0,6.6,"175 km SSE of Lata, Solomon Islands"
1589296234181,-10.5939,-78.1705,73.18,5.0,"37 km WNW of Paramonga, Peru"
1589159178743,-6.0613,129.9115,10.0,5.7,Banda Sea
1589155113700,36.3571,141.1273,31.0,5.8,"49 km E of ?arai, Japan"
1589133861884,-22.7558,-68.0677,107.3,5.4,"21 km NE of San Pedro de Atacama, Chile"
1589051893024,14.0741,120.4703,99.16,5.3,"17 km WNW of San Diego, Philippines"
1589038558650,40.8353,78.8624,10.0,5.3,"108 km W of Aykol, China"
1589003354763,-7.0159,129.4925,168.39,5.1,"Kepulauan Babar, Indonesia"
1588977727578,-23.2153,-68.848,90.45,5.0,"74 km WSW of San Pedro de Atacama, Chile"
1588970730714,-29.4394,76.5146,10.0,5.5,Mid-Indian Ridge
1588933656869,12.3074,144.0025,10.0,5.2,"128 km SW of Merizo Village, Guam"
1588900460879,-55.5019,-29.3632,11.15,5.4,South Sandwich Islands region
1588864601095,-4.1789,152.569,128.08,5.3,"37 km ENE of Kokopo, Papua New Guinea"
1588850480152,-4.4643,154.741,471.17,6.1,"215 km NNW of Arawa, Papua New Guinea"
1588812550475,-5.7102,-76.6878,22.82,5.3,"47 km NE of Moyobamba, Peru"
1588779792556,-19.3548,-70.4824,63.51,5.1,"99 km SSW of Arica, Chile"
1588773235940,-6.7761,129.7852,96.0,6.8,Banda Sea
1588762260738,39.6837,73.9426,10.0,5.1,"130 km ESE of Nookat, Kyrgyzstan"
1588720839569,-15.2519,-172.8753,10.0,5.4,"125 km NE of Hihifo, Tonga"
1588697828845,35.5589,140.0548,71.19,5.1,"5 km NNW of Ichihara, Japan"
1588680152991,13.2784,-91.1182,8.0,5.5,"78 km SSW of Puerto San José, Guatemala"
1588637352278,-56.8282,-141.9,10.0,5.3,Pacific-Antarctic Ridge
1588597668414,35.6865,140.8749,42.42,5.6,"6 km SE of Hasaki, Japan"
1588561390711,31.0366,141.8704,10.0,5.3,"Izu Islands, Japan region"
1588534615645,2.8543,36.0596,10.0,5.0,"59 km ESE of Lodwar, Kenya"
1588519510693,-21.5198,-173.9595,10.0,5.1,"104 km E of ‘Ohonua, Tonga"
1588512928708,-22.3381,-113.5658,10.0,5.1,Easter Island region
1588506864575,31.404,128.8393,10.0,5.9,"139 km WSW of Kushikino, Japan"
1588489605122,-6.2306,104.6938,48.5,5.0,"108 km SW of Bandar Lampung, Indonesia"
1588476281168,23.2553,121.5859,41.81,5.2,"79 km S of Hualien City, Taiwan"
1588466666369,-15.2734,-70.4586,184.17,5.7,"13 km NW of Lampa, Peru"
1588437866565,34.118,25.6064,10.0,5.3,"98 km S of Néa Anatolí, Greece"
1588426429621,34.1503,25.4585,10.0,5.3,"97 km S of Néa Anatolí, Greece"
1588423865561,34.1818,25.7101,10.0,6.5,"91 km S of Néa Anatolí, Greece"
1588417998680,17.937,-66.7266,9.0,5.4,"6 km S of Tallaboa, Puerto Rico"
1588364888978,28.4004,56.9245,10.0,5.0,"97 km S of K?h Sef?d, Iran"
1588316689333,54.4595,161.702,36.51,5.0,"183 km SE of Atlasovo, Russia"
1588298624644,-30.335,-177.8689,10.0,5.0,"Kermadec Islands, New Zealand"
1588284631558,-24.0112,-66.93,164.35,5.4,"66 km WNW of San Antonio de los Cobres, Argentina"
1588281801830,-2.3984,138.7274,58.9,5.1,"212 km W of Abepura, Indonesia"
1588238592537,-22.6597,-67.9997,108.93,5.3,"34 km NE of San Pedro de Atacama, Chile"
1588234826093,1.2299,99.5995,17.12,5.0,"40 km ESE of Padangsidempuan, Indonesia"
1588216521414,40.9219,142.7766,36.18,5.2,"117 km ENE of Hachinohe, Japan"
1588155796959,-5.128,152.3258,35.0,5.0,"87 km S of Kokopo, Papua New Guinea"
1588138636535,-24.2701,-67.0461,149.27,5.4,"74 km W of San Antonio de los Cobres, Argentina"
1588075352897,13.227,-44.8374,10.0,5.1,northern Mid-Atlantic Ridge
1588032823203,-16.3874,-172.9005,10.0,5.2,"107 km ESE of Hihifo, Tonga"
1587976842777,-3.7329,151.4659,10.0,5.4,"93 km NW of Rabaul, Papua New Guinea"
1587944924351,5.6607,126.8983,57.96,5.1,"111 km SE of Pondaguitan, Philippines"
1587941531130,-44.9222,167.543,78.44,5.0,"56 km NNW of Te Anau, New Zealand"
1587909733797,42.1306,144.9447,10.0,5.0,"104 km SSE of Kushiro, Japan"
1587908637882,-3.9579,151.3803,10.0,5.2,"90 km WNW of Rabaul, Papua New Guinea"
1587783319224,-6.5536,154.4513,10.0,5.4,"117 km WSW of Panguna, Papua New Guinea"
1587783186698,-6.5337,154.2347,19.0,6.1,"140 km W of Panguna, Papua New Guinea"
1587706916435,-19.8074,-126.5612,10.0,5.3,South Pacific Ocean
1587688235490,13.9075,-93.1469,10.0,5.4,"119 km SW of Puerto Madero, Mexico"
1587671546471,41.509,141.9289,53.34,5.2,"64 km ENE of Mutsu, Japan"
1587617063106,36.1663,137.7785,10.0,5.2,"18 km WNW of Shiojiri, Japan"
1587597570540,-19.0671,-172.932,10.0,5.0,"120 km ESE of Neiafu, Tonga"
1587594685788,-22.0797,-175.4957,39.74,5.5,"100 km SW of ‘Ohonua, Tonga"
1587586966505,13.7263,51.6392,10.0,5.1,"182 km NNW of Kilmia, Yemen"
1587538261641,46.4812,153.504,10.0,5.3,Kuril Islands
1587412761986,-8.5415,159.2193,87.44,5.2,"60 km SW of Buala, Solomon Islands"
1587354889609,64.5898,-17.6556,10.0,5.1,"123 km WNW of Höfn, Iceland"
1587342876399,-15.3448,167.5412,124.35,5.3,"45 km ENE of Luganville, Vanuatu"
1587328745639,38.8953,142.0049,38.0,6.3,"31 km SE of ?funato, Japan"
1587314816870,-56.2751,-142.7644,10.0,5.0,Pacific-Antarctic Ridge
1587301771116,4.0231,126.1659,16.73,5.1,"171 km SSE of Sarangani, Philippines"
1587244147949,-30.416,-177.6631,35.16,5.0,"Kermadec Islands, New Zealand"
1587201858247,27.2034,140.0712,473.69,5.7,"Bonin Islands, Japan region"
1587198337052,27.1264,140.1349,453.0,6.6,"Bonin Islands, Japan region"
1587141048433,-23.7004,69.4374,10.0,5.8,Mid-Indian Ridge
1587125107451,52.7452,-34.6262,10.0,5.3,Reykjanes Ridge
1587082965357,55.9717,-153.3077,7.3,5.2,"120 km SSE of Akhiok, Alaska"
1587072231110,26.0784,128.476,10.0,5.0,"66 km ESE of Katsuren-haebaru, Japan"
1587072149788,26.0062,128.5665,10.0,5.3,"78 km ESE of Katsuren-haebaru, Japan"
1587058703073,-10.3678,161.25,45.76,5.0,"74 km W of Kirakira, Solomon Islands"
1587049985664,-37.9731,-73.7707,11.25,5.1,"38 km WSW of Cañete, Chile"
1587037523960,22.8004,94.0292,10.0,5.9,"38 km ESE of Falam, Myanmar"
1587025314763,-16.2879,178.3742,10.0,5.2,"107 km W of Labasa, Fiji"
1587024920636,-60.4237,-27.0364,10.0,5.1,South Sandwich Islands region
1587024277829,16.9591,-85.6851,12.0,6.1,"59 km NNE of Savannah Bight, Honduras"
1587013958416,-58.0244,-25.6697,49.09,5.3,South Sandwich Islands region
1586990536767,-5.3591,152.7397,17.15,5.2,"123 km SSE of Kokopo, Papua New Guinea"
1586984618115,1.1073,126.6767,41.39,5.7,"86 km WNW of Ternate, Indonesia"
1586976219587,52.1675,160.621,10.0,5.0,"165 km SE of Petropavlovsk-Kamchatsky, Russia"
1586957436460,10.7398,-86.1658,41.62,5.0,"61 km WNW of Sardinal, Costa Rica"
1586948368999,9.0335,-74.4338,53.0,5.7,"13 km NNE of Pinillos, Colombia"
1586943883016,15.17,-94.1893,41.41,5.0,"95 km SSW of Doctor Belisario Domínguez (La Barra), Mexico"
1586935144792,26.281,128.9238,10.0,5.0,"100 km ESE of Nago, Japan"
1586934664854,-19.8545,148.77,10.0,5.0,"32 km NNW of Whitsundays, Australia"
1586934303775,-15.2081,-173.3807,21.81,5.3,"93 km NNE of Hihifo, Tonga"
1586916065957,20.0079,122.0526,10.0,5.1,"49 km S of Basco, Philippines"
1586913334836,-26.8817,-63.4139,561.96,5.2,"24 km NW of El Hoyo, Argentina"
1586845909859,7.1792,143.2839,10.0,5.2,"State of Yap, Federated States of Micronesia"
1586832386348,45.3319,149.9906,51.24,5.0,"166 km E of Kuril’sk, Russia"
1586826407913,-30.3889,-176.3478,31.0,6.0,Kermadec Islands region
1586789975531,0.2905,126.8276,38.49,5.0,"83 km SW of Ternate, Indonesia"
1586783907874,-14.2634,-73.2125,69.79,5.2,"7 km SW of Yanaca, Peru"
